Package,LibPath,Version,Priority,Depends,Imports,NeedsCompilation,Built,where_at,source
hexbin,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.28.2,NA,"R (>= 2.0.1), methods","lattice, grid, graphics, grDevices, stats, utils",yes,4.1.0,CRAN,NA
hexSticker,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.9,NA,R (>= 3.4.0),"ggimage, ggplot2, grDevices, hexbin, showtext, stats,
sysfonts,",no,4.1.0,GuangchuangYu/hexSticker,GitHub
highcharter,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.8.2,NA,R (>= 2.10),"htmlwidgets, magrittr, purrr, rlist, assertthat, zoo, dplyr
(>= 0.7.0), tibble (>= 1.1), stringr (>= 1.3.0), broom, xts,
quantmod, tidyr, htmltools, jsonlite, igraph, lubridate, yaml,
rlang (>= 0.1.1), rjson",no,4.1.0,CRAN,NA
highlight,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.0,NA,R (>= 3.2),"grDevices, tools",yes,4.1.0,CRAN,NA
highr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9,NA,R (>= 3.2.3),xfun (>= 0.18),no,4.1.0,CRAN,NA
Hmisc,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,4.5-0,NA,"lattice, survival (>= 3.1-6), Formula, ggplot2 (>= 2.2)","methods, latticeExtra, cluster, rpart, nnet, foreign, gtable,
grid, gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc",yes,4.1.0,CRAN,NA
hms,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.0,NA,NA,"ellipsis (>= 0.3.2), lifecycle, methods, pkgconfig, rlang,
vctrs (>= 0.3.8)",no,4.1.0,CRAN,NA
hrbrthemes,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.8.0,NA,R (>= 3.4.0),"ggplot2 (>= 3.3.0), grDevices, grid, scales, extrafont, knitr,
rmarkdown, htmltools, tools, magrittr, gdtools",no,4.1.0,CRAN,NA
htmlTable,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.2.1,NA,NA,"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",no,4.1.0,CRAN,NA
htmltools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.1.9006,NA,R (>= 2.14.1),"utils, digest, grDevices, base64enc, rlang (>= 0.4.10),
fastmap",yes,4.1.0,rstudio/htmltools,GitHub
htmlwidgets,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.5.3,NA,NA,"grDevices, htmltools (>= 0.3), jsonlite (>= 0.9.16), yaml",no,4.1.0,CRAN,NA
httpcode,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.0,NA,NA,NA,no,4.1.0,CRAN,NA
httpuv,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6.1,NA,R (>= 2.15.1),"Rcpp (>= 0.11.0), utils, R6, promises, later (>= 0.8.0)",yes,4.1.0,CRAN,NA
httr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.2,NA,R (>= 3.2),"curl (>= 3.0.0), jsonlite, mime, openssl (>= 0.8), R6",no,4.1.0,CRAN,NA
hunspell,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.0.1,NA,R (>= 3.0.2),"Rcpp, digest",yes,4.1.0,CRAN,NA
icons,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.0,NA,R (>= 3.1.3),"knitr, rlang, htmltools, glue, rappdirs, xml2, stringr,
jsonlite, cli, crayon, utils, rstudioapi",no,4.1.0,ropenscilabs/icon,GitHub
ids,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.1,NA,NA,"openssl, uuid",no,4.1.0,CRAN,NA
igraph,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.6,NA,methods,"graphics, grDevices, magrittr, Matrix, pkgconfig (>= 2.0.0),
stats, utils",yes,4.1.0,CRAN,NA
imguR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.3,NA,NA,"httr, png, jpeg, tools",no,4.1.0,CRAN,NA
infer,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.4,NA,R (>= 3.5.0),"dplyr (>= 0.7.0), ggplot2, glue (>= 1.3.0), grDevices,
magrittr, methods, purrr, rlang (>= 0.2.0), tibble",no,4.1.0,CRAN,NA
ini,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.1,NA,NA,NA,no,4.1.0,CRAN,NA
inline,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.18,NA,NA,methods,no,4.1.0,CRAN,NA
inum,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0-4,NA,R (>= 3.3.0),"stats, libcoin (>= 1.0-0)",no,4.1.0,CRAN,NA
ipred,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9-11,NA,R (>= 2.10),"rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",yes,4.1.0,CRAN,NA
isoband,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.5,NA,NA,"grid, utils",yes,4.1.0,CRAN,NA
ISOcodes,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2021.02.24,NA,R (>= 3.5.0),NA,no,4.1.0,CRAN,NA
iterators,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.13,NA,"R (>= 2.5.0), utils",NA,no,4.1.0,CRAN,NA
janeaustenr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.5,NA,R (>= 3.1.2),NA,no,4.1.0,CRAN,NA
janitor,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.1.0,NA,R (>= 3.1.2),"dplyr (>= 1.0.0), lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)",no,4.1.0,CRAN,NA
jcolors,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.4,NA,R (>= 3.2.0),"grDevices, scales, ggplot2 (>= 3.0.0)",no,4.1.0,CRAN,NA
jpeg,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1-8.1,NA,R (>= 2.9.0),NA,yes,4.1.0,CRAN,NA
jquerylib,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.4,NA,NA,htmltools,no,4.1.0,CRAN,NA
js4shiny,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.28,NA,R (>= 2.10),"fs (>= 1.3.0), glue, htmltools, htmlwidgets, jsonlite, knitr,
magrittr, purrr, rmarkdown (>= 1.11.0), shiny (>= 1.3.0),
shinyAce, utils, yaml, zip",no,4.1.0,gadenbuie/js4shiny,GitHub
jsonify,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.1,NA,R (>= 3.3.0),Rcpp (>= 0.12.18),yes,4.1.0,CRAN,NA
jsonlite,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.7.2,NA,methods,NA,yes,4.1.0,CRAN,NA
kableExtra,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3.4,NA,R (>= 3.1.0),"knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rvest, rmarkdown (>= 1.6.0), scales, viridisLite, stats,
grDevices, htmltools, rstudioapi, glue, tools, webshot, digest,
graphics, svglite",no,4.1.0,CRAN,NA
kernlab,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9-29,NA,R (>= 2.10),"methods, stats, grDevices, graphics",yes,4.1.0,CRAN,NA
KernSmooth,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.23-20,recommended,"R (>= 2.5.0), stats",NA,yes,4.1.0,CRAN,NA
knitr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.33,NA,R (>= 3.2.3),"evaluate (>= 0.10), highr, methods, markdown, stringr (>=
0.6), yaml (>= 2.1.19), xfun (>= 0.21), tools",no,4.1.0,CRAN,NA
ks,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.12.0,NA,R (>= 2.10.0),"FNN (>= 1.1), kernlab, KernSmooth (>= 2.22), Matrix, mclust,
mgcv, multicool, mvtnorm (>= 1.0-0), plot3D",yes,4.1.0,CRAN,NA
labeling,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.2,NA,NA,"stats, graphics",no,4.1.0,CRAN,NA
labelled,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.8.0,NA,NA,"haven (>= 2.3.1), dplyr (>= 1.0.0), lifecycle, rlang, vctrs,
stringr, tidyr",no,4.1.0,CRAN,NA
later,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.0,NA,NA,"Rcpp (>= 0.12.9), rlang",yes,4.1.0,CRAN,NA
lattice,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.20-44,recommended,R (>= 3.0.0),"grid, grDevices, graphics, stats, utils",yes,4.1.0,CRAN,NA
latticeExtra,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.6-29,NA,"R (>= 3.6.0), lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer",no,4.1.0,CRAN,NA
lava,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6.9,NA,R (>= 3.0),"grDevices, graphics, methods, numDeriv, stats, survival,
SQUAREM, utils",no,4.1.0,CRAN,NA
lazyeval,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.2,NA,R (>= 3.1.0),NA,yes,4.1.0,CRAN,NA
leafem,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.3,NA,R (>= 3.1.0),"base64enc, htmltools (>= 0.3), htmlwidgets, leaflet (>=
2.0.1), raster, sf, png",no,4.1.0,CRAN,NA
leaflet,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.4.1,NA,R (>= 3.1.0),"base64enc, crosstalk, htmlwidgets, htmltools, magrittr,
markdown, methods, png, RColorBrewer, raster, scales (>=
1.0.0), sp, stats, viridis (>= 0.5.1), leaflet.providers (>=
1.8.0)",no,4.1.0,CRAN,NA
leaflet.providers,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.9.0,NA,R (>= 2.10),NA,no,4.1.0,CRAN,NA
leafpop,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.6,NA,NA,"base64enc, brew, htmltools, htmlwidgets, sf, svglite, uuid",no,4.1.0,CRAN,NA
leafsync,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,"R (>= 3.1.0), methods","htmltools (>= 0.3), htmlwidgets, leaflet (>= 2.0.1)",no,4.1.0,CRAN,NA
leaps,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.1,NA,,NA,yes,4.1.0,CRAN,NA
learnr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.10.1,NA,NA,"utils, parallel, withr, rappdirs, rprojroot, jsonlite,
htmltools (>= 0.3.5), htmlwidgets, evaluate, knitr (>= 1.14),
markdown, shiny (>= 1.0), rmarkdown (>= 1.12.0), ellipsis (>=
0.2.0.1), checkmate, renv (>= 0.8.0)",no,4.1.0,CRAN,NA
lhs,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.1,NA,R (>= 3.4.0),Rcpp,yes,4.1.0,CRAN,NA
libcoin,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0-8,NA,R (>= 3.4.0),"stats, mvtnorm",yes,4.1.0,CRAN,NA
lifecycle,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,R (>= 3.3),"glue, rlang (>= 0.4.10)",no,4.1.0,CRAN,NA
listenv,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.8.0,NA,R (>= 3.1.2),NA,no,4.1.0,CRAN,NA
listviewer,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.0.0,NA,NA,"htmltools, htmlwidgets, shiny",no,4.1.0,CRAN,NA
lme4,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1-27,NA,"R (>= 3.2.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)",yes,4.1.0,CRAN,NA
lmtest,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9-38,NA,"R (>= 3.0.0), stats, zoo",graphics,yes,4.1.0,CRAN,NA
lobstr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.1,NA,R (>= 3.2),"crayon, Rcpp, rlang (>= 0.3.0)",yes,4.1.0,CRAN,NA
log4r,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.2,NA,NA,NA,yes,4.1.0,CRAN,NA
loo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.4.1,NA,R (>= 3.1.2),"checkmate, matrixStats (>= 0.52), parallel, stats",no,4.1.0,CRAN,NA
lpSolve,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,5.6.15,NA,NA,NA,yes,4.1.0,CRAN,NA
lubridate,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.7.10,NA,"methods, R (>= 3.2)","generics, Rcpp (>= 0.12.13)",yes,4.1.0,CRAN,NA
lvplot,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.0,NA,R (>= 2.14),"ggplot2 (>= 2.0.0), grid, RColorBrewer",no,4.1.0,CRAN,NA
lwgeom,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2-6,NA,R (>= 3.3.0),"Rcpp, units, sf (>= 0.9-3)",yes,4.1.0,CRAN,NA
magick,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.7.2,NA,NA,"Rcpp (>= 0.12.12), magrittr, curl",yes,4.1.0,CRAN,NA
magrittr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.1,NA,NA,NA,yes,4.1.0,CRAN,NA
manipulateWidget,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.10.1,NA,NA,"shiny (>= 1.0.3), miniUI, htmltools, htmlwidgets, knitr,
methods, tools, base64enc, grDevices, codetools, webshot",no,4.1.0,CRAN,NA
mapdata,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.3.0,NA,"R (>= 2.14.0), maps (>= 2.0-7)",NA,yes,4.1.0,CRAN,NA
mapdeck,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.4,NA,R (>= 3.5.0),"colourvalues (>= 0.3.4), googlePolylines (>= 0.7.2), geojsonsf
(>= 1.3.3), htmlwidgets, jsonify (>= 1.1.1), magrittr, Rcpp,
shiny, sfheaders (>= 0.2.2)",yes,4.1.0,CRAN,NA
mapproj,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.7,NA,"R (>= 3.0.0), maps (>= 2.3-0)","stats, graphics",yes,4.1.0,CRAN,NA
maps,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.3.0,NA,R (>= 3.0.0),"graphics, utils",yes,4.1.0,CRAN,NA
maptools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1-1,NA,"R (>= 2.10), sp (>= 1.0-11)","foreign (>= 0.8), methods, grid, lattice, stats, utils,
grDevices",yes,4.1.0,CRAN,NA
mapview,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.9.0,NA,"methods, R (>= 3.6.0)","base64enc, htmltools, htmlwidgets, lattice, leafem, leaflet
(>= 2.0.0), leafpop, png, raster, satellite, scales (>= 0.2.5),
sf, sp, webshot",no,4.1.0,CRAN,NA
markdown,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1,NA,R (>= 2.11.1),"utils, xfun, mime (>= 0.3)",yes,4.1.0,CRAN,NA
MASS,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,7.3-54,recommended,"R (>= 3.3.0), grDevices, graphics, stats, utils",methods,yes,4.1.0,CRAN,NA
Matrix,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3-3,recommended,R (>= 3.5.0),"methods, graphics, grid, stats, utils, lattice",yes,4.1.0,CRAN,NA
MatrixModels,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5-0,NA,R (>= 3.0.1),"stats, methods, Matrix (>= 1.1-5)",no,4.1.0,CRAN,NA
matrixStats,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.58.0,NA,R (>= 2.12.0),NA,yes,4.1.0,CRAN,NA
mclust,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,5.4.7,NA,R (>= 3.0),"stats, utils, graphics, grDevices",yes,4.1.0,CRAN,NA
measurementProtocol,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,R (>= 3.3.0),"assertthat (>= 0.2.0), cli, httr (>= 1.3.1), jsonlite (>=
1.5), rappdirs (>= 0.3.3), stats, utils",no,4.1.0,CRAN,NA
measurements,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.0,NA,NA,NA,no,4.1.0,CRAN,NA
memoise,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.0,NA,NA,"rlang (>= 0.4.10), cachem",no,4.1.0,CRAN,NA
metathis,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.3,NA,NA,"htmltools, knitr, magrittr, purrr",no,4.1.0,CRAN,NA
metR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9.1,NA,R (>= 2.10),"checkmate, data.table, digest, fields, Formula, formula.tools,
ggplot2 (>= 3.0.0), grid, gtable, lubridate, memoise, plyr,
scales, sp, stringr, purrr, RCurl, isoband",no,4.1.0,CRAN,NA
mgcv,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.8-35,recommended,"R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",yes,4.1.0,CRAN,NA
microbenchmark,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4-7,NA,NA,"graphics, stats",yes,4.1.0,CRAN,NA
mime,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.11,NA,NA,tools,yes,4.1.0,CRAN,NA
miniUI,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.1.1,NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",no,4.1.0,CRAN,NA
minqa,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.4,NA,NA,Rcpp (>= 0.9.10),yes,4.1.0,CRAN,NA
misc3d,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9-0,NA,NA,"grDevices, graphics, stats, tcltk",no,4.1.0,CRAN,NA
mitools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.4,NA,NA,"DBI, methods, stats",no,4.1.0,CRAN,NA
mnormt,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.2,NA,R (>= 2.2.0),tmvnsim (>= 1.0-2),yes,4.1.0,CRAN,NA
modeldata,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,R (>= 2.10),NA,no,4.1.0,CRAN,NA
ModelMetrics,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.2.2,NA,R (>= 3.2.2),"Rcpp, data.table",yes,4.1.0,CRAN,NA
modelr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.8,NA,R (>= 3.2),"broom, magrittr, purrr (>= 0.2.2), rlang (>= 0.2.0), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs",no,4.1.0,CRAN,NA
modeltools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2-23,NA,"stats, stats4",methods,no,4.1.0,CRAN,NA
MonetDB.R,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.0,NA,NA,"DBI (>= 0.3.1), digest (>= 0.6.4), testthat, methods,
codetools",yes,4.1.0,CRAN,NA
multicool,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1-11,NA,"methods, Rcpp (>= 0.11.2)",NA,yes,4.1.0,CRAN,NA
MuMIn,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.43.17,NA,R (>= 3.5.0),"graphics, methods, Matrix, stats, stats4, nlme",no,4.1.0,CRAN,NA
munsell,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.0,NA,NA,"colorspace, methods",no,4.1.0,CRAN,NA
mvtnorm,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1-1,NA,R(>= 3.5.0),"stats, methods",yes,4.1.0,CRAN,NA
na.tools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.1,NA,R (>= 3.1.0),"stats, methods",no,4.1.0,CRAN,NA
ndjson,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.8.0,NA,R (>= 3.2.0),"Rcpp, data.table, tibble",yes,4.1.0,CRAN,NA
nflfastR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,4.2.0,NA,R (>= 3.5.0),"cli (>= 3.0.0), curl, dplyr, fastrmodels (>= 1.0.1), furrr,
future, glue, janitor, lubridate, lifecycle (>= 0.2.0),
magrittr, mgcv, progressr (>= 0.6.0), rlang, stringr (>=
1.3.0), tibble (>= 3.0), tidyr (>= 1.0.0), tidyselect (>=
1.1.0), xgboost (>= 1.1)",no,4.1.0,CRAN,NA
nflplotR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.0.9000,NA,R (>= 3.2),"cli (>= 3.0.0), ggplot2 (>= 3.3.0), grid, magick (>= 2.7.3),
magrittr (>= 2.0.0), rlang (>= 0.4.11)",no,4.1.0,nflverse/nflplotR,GitHub
nflreadr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0.5,NA,R (>= 3.5.0),"cachem (>= 1.0.0), data.table (>= 1.14.0), curl (>= 4.3.2),
memoise (>= 2.0.0), qs (>= 0.24.0), rappdirs (>= 0.3.3), rlang
(>= 0.4.0)",no,4.1.0,nflverse/nflreadr,GitHub
nflseedR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.2.9000,NA,R (>= 3.5.0),"cli, crayon, curl, dplyr, furrr, future, glue, gsubfn,
magrittr, progressr, purrr, readr, rlang, tibble, tidyr",no,4.1.0,leesharpe/nflseedR,GitHub
nlme,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.1-152,recommended,R (>= 3.4.0),"graphics, stats, utils, lattice",yes,4.1.0,CRAN,NA
nloptr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.2.2,NA,NA,NA,yes,4.1.0,CRAN,NA
NLP,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2-1,NA,R (>= 3.2.0),utils,no,4.1.0,CRAN,NA
nnet,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,7.3-16,recommended,"R (>= 3.0.0), stats, utils",NA,yes,4.1.0,CRAN,NA
numDeriv,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2016.8-1.1,NA,R (>= 2.11.1),NA,no,4.1.0,CRAN,NA
nycflights13,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.2,NA,R (>= 3.2),tibble,no,4.1.0,CRAN,NA
officer,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.18,NA,NA,"R6, grDevices, stats, graphics, utils, zip (>= 2.1.0), uuid
(>= 0.1-4), xml2 (>= 1.1.0)",no,4.1.0,CRAN,NA
oompaBase,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.2.9,NA,R (>= 3.0),"methods, graphics, grDevices, stats, cluster",no,4.1.0,CRAN,NA
opendatatoronto,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.4,NA,R (>= 2.10),"ckanr (>= 0.4.0), magrittr, readxl, sf, tibble, xml2, curl",no,4.1.0,CRAN,NA
openssl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.4,NA,NA,askpass,yes,4.1.0,CRAN,NA
openxlsx,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,4.2.3,NA,R (>= 3.3.0),"grDevices, methods, Rcpp, stats, utils, zip, stringi",yes,4.1.0,CRAN,NA
operator.tools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6.3,NA,NA,utils (>= 3.3.2),no,4.1.0,CRAN,NA
osmdata,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.5,NA,R (>= 3.2.4),"curl, httr, jsonlite, lubridate, magrittr, methods, Rcpp (>=
0.12.4), rvest, sp, tibble, utils, xml2",yes,4.1.0,CRAN,NA
packcircles,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.4,NA,R (>= 3.2),Rcpp (>= 1.0.0),yes,4.1.0,CRAN,NA
packrat,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.0,NA,R (>= 3.0.0),"tools, utils",no,4.1.0,CRAN,NA
pacman,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.1,NA,R (>= 3.5.0),"remotes, methods, stats, utils",no,4.1.0,CRAN,NA
padr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.3,NA,R (>= 3.0.0),"Rcpp, dplyr (>= 0.6.0), lubridate, rlang",yes,4.1.0,CRAN,NA
pagedown,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.14,NA,NA,"rmarkdown (>= 1.16), bookdown (>= 0.8), htmltools, jsonlite,
later (>= 1.0.0), processx, servr (>= 0.18), httpuv, xfun,
websocket",no,4.1.0,CRAN,NA
pak,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.2.1,NA,R (>= 3.2),"assertthat, base64enc, callr (>= 3.0.0.9002), cli (>= 1.0.0),
cliapp (>= 0.0.0.9002), crayon (>= 1.3.4), curl (>= 3.2), desc
(>= 1.2.0), filelock (>= 1.0.2), glue (>= 1.3.0), jsonlite,
lpSolve, pkgbuild (>= 1.0.2), pkgcache (>= 1.0.3), prettyunits,
processx (>= 3.2.1), ps (>= 1.3.0), R6, rematch2, rprojroot (>=
1.3.2), tibble, utils",no,4.1.0,CRAN,NA
paletteer,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.0,NA,R (>= 2.10),"prismatic, rematch2, rlang, rstudioapi",no,4.1.0,CRAN,NA
palmerpenguins,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,R (>= 2.10),NA,no,4.1.0,CRAN,NA
palr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.0,NA,R (>= 3.6.0),grDevices,no,4.1.0,CRAN,NA
pals,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.7,NA,R (>= 2.10),"dichromat, colorspace, graphics, grDevices, mapproj, maps,
methods, stats",no,4.1.0,CRAN,NA
pander,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.6.3,NA,R (>= 2.15.0),"grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp",yes,4.1.0,CRAN,NA
parallelly,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.25.0,NA,NA,"parallel, tools, utils",no,4.1.0,CRAN,NA
parsnip,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.5,NA,R (>= 2.10),"dplyr (>= 0.8.0.1), rlang (>= 0.3.1), purrr, utils, tibble (>=
2.1.1), generics (>= 0.1.0), glue, magrittr, stats, tidyr (>=
1.0.0), globals, prettyunits, vctrs (>= 0.2.0)",no,4.1.0,CRAN,NA
partykit,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2-13,NA,"R (>= 3.5.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)",yes,4.1.0,CRAN,NA
